"ID","Name","LongName","Parent","Component","Path","Line","Column","EndLine","EndColumn","CC","CCL","CCO","CI","CLC","CLLC","LDC","LLDC","LCOM5","NL","NLE","WMC","CBO","CBOI","NII","NOI","RFC","AD","CD","CLOC","DLOC","PDA","PUA","TCD","TCLOC","DIT","NOA","NOC","NOD","NOP","LLOC","LOC","NA","NG","NLA","NLG","NLM","NLPA","NLPM","NLS","NM","NOS","NPA","NPM","NS","TLLOC","TLOC","TNA","TNG","TNLA","TNLG","TNLM","TNLPA","TNLPM","TNLS","TNM","TNOS","TNPA","TNPM","TNS","WarningBlocker","WarningCritical","WarningInfo","WarningMajor","WarningMinor","Anti Pattern","Bad Practice Rules","Best Practice Rules","Clone Metric Rules","Code Style Rules","Cohesion Metric Rules","Complexity Metric Rules","Correctness Rules","Coupling Metric Rules","Design Rules","Design Pattern","Documentation Metric Rules","Documentation Rules","Dodgy Code Rules","Error Prone Rules","Experimental Rules","Inheritance Metric Rules","Internationalization Rules","Multithreaded Correctness Rules","Multithreading Rules","Optimization Rules","Performance Rules","Runtime Rules","Security Code Guideline Rules","Security Rules","Size Metric Rules","Vulnerability Rules"
"L118","Counter","dom.Counter","L104","L103","C:\Xerces\xerces-2_12_0\samples\dom\Counter.java","51","1","545","2","0.705399","59","422","72","0.49899","0.640327","247","235","1","5","5","64","2","0","0","4","9","1","0.196507","90","75","5","0","0.196507","90","0","0","0","0","0","368","495","27","0","27","0","5","0","4","1","5","242","0","4","1","368","495","27","0","27","0","5","0","4","1","5","242","0","4","1","0","25","55","72","6","3","0","91","30","2","0","5","0","0","3","0","10","0","0","7","0","0","0","0","0","0","0","0","0","0","10","0"
"L384","DOM3","dom.DOM3","L104","L103","C:\Xerces\xerces-2_12_0\samples\dom\DOM3.java","41","1","184","2","0.149718","1","3","1","0.0833333","0.142857","12","10","4","1","1","10","0","0","0","0","6","0.833333","0.369369","41","20","5","1","0.369369","41","0","0","0","0","0","70","144","4","1","4","1","6","0","5","0","6","45","0","5","0","70","144","4","1","4","1","6","0","5","0","6","45","0","5","0","0","0","14","10","2","1","0","9","8","2","1","0","0","0","1","0","5","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"L496","DOMAddLines","dom.DOMAddLines","L104","L103","C:\Xerces\xerces-2_12_0\samples\dom\DOMAddLines.java","49","1","287","2","0.284198","2","13","3","0.179916","0.236994","43","41","2","3","3","39","9","0","0","9","17","0.857143","0.205479","45","28","6","1","0.205479","45","4","7","0","0","1","174","239","74","10","3","0","8","0","6","0","126","123","7","112","10","174","239","74","10","3","0","8","0","6","0","126","123","7","112","10","0","2","49","11","11","1","0","13","24","5","1","1","0","0","0","0","13","0","0","5","0","1","0","0","0","0","1","0","0","0","9","0"
"L634","DOMGenerate","dom.DOMGenerate","L104","L103","C:\Xerces\xerces-2_12_0\samples\dom\DOMGenerate.java","39","1","75","2","0","0","0","0","0","0","0","0","1","1","1","2","0","0","0","0","1","0.5","0.36","18","7","1","1","0.36","18","0","0","0","0","0","32","37","0","0","0","0","1","0","1","0","1","25","0","1","0","32","37","0","0","0","0","1","0","1","0","1","25","0","1","0","0","0","1","3","0","0","0","2","0","0","0","0","0","0","1","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"L668","ElementPrinter","dom.ElementPrinter","L104","L103","C:\Xerces\xerces-2_12_0\samples\dom\ElementPrinter.java","36","1","87","2","0","0","0","0","0","0","0","0","1","2","2","9","0","0","0","0","3","0.5","0.134615","7","7","1","1","0.134615","7","0","0","0","0","0","45","52","0","0","0","0","3","0","1","0","3","28","0","1","0","45","52","0","0","0","0","3","0","1","0","3","28","0","1","0","0","0","9","8","1","0","0","8","0","0","0","0","0","0","1","0","9","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"L710","GetElementsByTagName","dom.GetElementsByTagName","L104","L103","C:\Xerces\xerces-2_12_0\samples\dom\GetElementsByTagName.java","40","1","491","2","0.679849","60","420","73","0.497788","0.642857","225","216","1","4","4","67","1","0","0","2","7","1","0.180488","74","58","3","0","0.180488","74","0","0","0","0","0","336","452","22","0","22","0","5","0","2","0","5","222","0","2","0","336","452","22","0","22","0","5","0","2","0","5","222","0","2","0","0","26","53","71","7","2","0","93","31","0","0","4","0","0","3","0","10","0","0","8","0","0","0","0","0","0","0","0","0","0","8","0"
"L1507","Writer","dom.Writer","L104","L103","C:\Xerces\xerces-2_12_0\samples\dom\Writer.java","42","1","766","2","0.654","79","617","100","0.506207","0.608456","367","331","1","4","4","122","1","0","0","2","14","1","0.173252","114","82","8","0","0.173252","114","0","0","0","0","0","544","725","29","1","29","1","12","0","7","3","12","352","0","7","3","544","725","29","1","29","1","12","0","7","3","12","352","0","7","3","0","30","77","84","7","4","0","109","43","0","0","7","0","0","4","0","14","1","0","7","0","0","0","0","0","0","0","0","0","0","13","0"
"L1727","DatatypeAPIUsage","jaxp.DatatypeAPIUsage","L1720","L103","C:\Xerces\xerces-2_12_0\samples\jaxp\DatatypeAPIUsage.java","31","1","103","2","0.13099","1","4","1","0.136986","0.175439","10","10","1","2","2","8","0","0","0","0","1","0.5","0.197183","14","5","1","1","0.197183","14","0","0","0","0","0","57","73","0","0","0","0","1","0","1","0","1","39","0","1","0","57","73","0","0","0","0","1","0","1","0","1","39","0","1","0","0","0","12","13","2","0","0","14","7","1","0","0","0","0","0","0","5","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"L1797","InlineSchemaValidator","jaxp.InlineSchemaValidator","L1720","L103","C:\Xerces\xerces-2_12_0\samples\jaxp\InlineSchemaValidator.java","71","1","688","2","0.649263","42","244","50","0.533981","0.63786","330","310","2","5","5","103","0","0","0","0","12","1","0.181818","102","82","11","0","0.173175","102","0","0","0","0","0","459","590","14","3","14","3","12","0","10","0","12","314","0","10","0","487","618","16","3","16","3","18","0","16","0","18","326","0","16","0","0","18","141","88","19","1","0","103","91","3","3","3","0","0","2","0","36","0","0","15","0","0","0","0","0","0","2","0","0","0","8","0"
"L2086","ParserAPIUsage","jaxp.ParserAPIUsage","L1720","L103","C:\Xerces\xerces-2_12_0\samples\jaxp\ParserAPIUsage.java","43","1","264","2","0.5","8","27","8","0.333333","0.442308","74","69","2","5","5","34","0","0","0","0","7","1","0.242718","50","35","6","0","0.242718","50","0","0","0","0","0","156","222","3","0","3","0","7","0","5","0","7","114","0","5","0","156","222","3","0","3","0","7","0","5","0","7","114","0","5","0","0","10","39","32","8","1","0","41","25","2","1","3","0","0","1","0","8","1","0","4","0","0","0","0","0","0","1","0","0","0","2","0"
